Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
B,01csv,08/20/2001,3.0,6.646263157894737,7.7,0.3,0.3,27.0,16.437647058823526,80.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,26.66666667,2001
B,01csv,09/05/2001,2.5,0.0,7.8,0.1,0.25,25.0,16.437647058823526,76.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,24.44444444,2001
B,01csv,09/18/2001,3.0,1.5,8.5,0.25,0.35,23.0,16.437647058823526,78.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.55555556,2001
B,01csv,10/02/2001,3.0,6.646263157894737,7.7,0.3,0.3,23.0,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2001
B,01csv,10/22/2001,3.0,2.6,8.2,0.2,0.2,20.0,16.437647058823526,69.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,20.55555556,2001
B,01csv,11/06/2001,3.5,4.2,8.3,0.2,0.2,13.0,16.437647058823526,52.9,09:36:00 PM,Not Recorded,10/30/2019,Christine Folks,11.61111111,2001
B,01csv,11/20/2001,3.0,5.3,7.168211775043936,0.1,0.3,13.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
B,01csv,12/04/2001,0.7170682730923695,5.9,8.2,0.15,0.2,16.0,16.437647058823526,55.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,12.77777778,2001
C,01csv,01/08/2001,1.0,5.9,8.3,0.55,0.55,5.0,16.437647058823526,43.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,6.111111111,2001
C,01csv,01/23/2001,1.0,6.646263157894737,8.3,0.6,0.6,4.0,16.437647058823526,38.8,07:12:00 PM,Not Recorded,10/30/2019,Christine Folks,3.777777778,2001
C,01csv,02/06/2001,1.0,6.0,7.9,0.6,0.6,10.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
C,01csv,02/20/2001,1.0,6.646263157894737,7.7,0.55,0.55,12.0,16.437647058823526,62.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,16.66666667,2001
C,01csv,03/15/2001,1.0,6.646263157894737,7.8,0.3,0.6,13.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
C,01csv,03/26/2001,1.0,9.9,8.3,0.6,0.6,9.0,16.437647058823526,41.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,5.0,2001
C,01csv,04/09/2001,1.0,6.646263157894737,7.168211775043936,0.55,0.55,23.0,16.437647058823526,70.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.11111111,2001
C,01csv,04/24/2001,1.0,4.8,8.1,0.4,0.4,23.0,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2001
C,01csv,05/08/2001,1.0,6.646263157894737,8.5,0.4,0.4,19.5,16.437647058823526,64.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,17.77777778,2001
C,01csv,05/22/2001,3.0,2.5,7.6,0.32,0.32,24.0,16.437647058823526,72.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.22222222,2001
C,01csv,06/05/2001,2.0,6.646263157894737,8.3,0.3,0.3,23.0,16.437647058823526,71.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.66666667,2001
C,01csv,06/18/2001,2.0,4.0,8.4,0.3,0.3,27.0,16.437647058823526,77.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.0,2001
C,01csv,07/05/2001,2.5,6.646263157894737,7.9,0.25,0.25,26.0,16.437647058823526,75.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,23.88888889,2001
C,01csv,07/20/2001,0.7170682730923695,6.646263157894737,7.168211775043936,0.5248977371627502,0.7625586956521739,18.062137777777778,16.437647058823526,62.05163652173914,12:02:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2001
C,01csv,08/08/2001,3.0,6.646263157894737,8.5,0.25,0.25,31.0,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2001
C,01csv,08/20/2001,2.5,5.5,7.9,0.3,0.3,28.0,16.437647058823526,80.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,26.66666667,2001
C,01csv,09/05/2001,3.0,6.646263157894737,7.9,0.2,0.2,25.0,16.437647058823526,76.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,24.44444444,2001
C,01csv,09/18/2001,2.0,6.646263157894737,8.7,0.2,0.2,24.0,16.437647058823526,78.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.55555556,2001
C,01csv,10/02/2001,3.0,6.1,8.3,0.25,0.25,23.0,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2001
C,01csv,10/22/2001,3.0,6.646263157894737,8.2,0.25,0.25,20.0,16.437647058823526,68.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,20.0,2001
C,01csv,11/06/2001,3.0,6.646263157894737,8.3,0.3,0.3,13.0,16.437647058823526,52.9,09:36:00 PM,Not Recorded,10/30/2019,Christine Folks,11.61111111,2001
C,01csv,11/20/2001,3.0,6.646263157894737,7.168211775043936,0.2,0.2,13.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
C,01csv,12/04/2001,0.7170682730923695,6.646263157894737,8.3,0.15,0.15,19.0,16.437647058823526,54.7,04:48:00 PM,Not Recorded,10/30/2019,Christine Folks,12.61111111,2001
D,01csv,01/08/2001,0.0,9.7,8.8,1.0,1.25,6.0,16.437647058823526,43.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,6.111111111,2001
D,01csv,01/23/2001,0.0,6.646263157894737,9.2,1.1,1.35,5.0,16.437647058823526,38.8,07:12:00 PM,Not Recorded,10/30/2019,Christine Folks,3.777777778,2001
D,01csv,02/06/2001,0.0,8.4,8.7,1.1,1.4,10.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
D,01csv,02/20/2001,0.0,6.646263157894737,8.6,0.65,0.95,14.0,16.437647058823526,62.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,16.66666667,2001
D,01csv,03/15/2001,0.0,6.646263157894737,8.7,0.6,1.4,13.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
D,01csv,03/26/2001,0.0,9.6,9.0,0.7,1.5,10.0,16.437647058823526,41.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,5.0,2001
D,01csv,04/09/2001,0.0,6.646263157894737,7.168211775043936,0.65,1.1,22.0,16.437647058823526,70.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.11111111,2001
D,01csv,04/24/2001,0.0,4.1,9.3,0.8,1.4,19.5,16.437647058823526,72.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.22222222,2001
D,01csv,05/08/2001,0.0,6.646263157894737,8.7,0.7,1.3,19.5,16.437647058823526,64.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,17.77777778,2001
D,01csv,05/22/2001,0.0,4.9,8.1,0.7,1.2,23.0,16.437647058823526,71.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.66666667,2001
D,01csv,06/05/2001,0.0,6.646263157894737,9.1,0.6,1.25,23.0,16.437647058823526,71.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.66666667,2001
D,01csv,06/18/2001,0.0,5.5,8.7,0.5,0.9,26.0,16.437647058823526,77.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.0,2001
D,01csv,07/05/2001,0.0,6.646263157894737,8.9,0.4,1.3,26.5,16.437647058823526,75.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,23.88888889,2001
D,01csv,07/20/2001,0.0,6.646263157894737,9.3,0.05,1.1,24.0,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2001
D,01csv,08/08/2001,0.0,6.646263157894737,9.3,0.5,1.05,31.0,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2001
D,01csv,08/20/2001,0.0,4.3,8.9,0.2,1.4,27.0,16.437647058823526,80.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,26.66666667,2001
D,01csv,09/05/2001,0.0,6.646263157894737,8.5,0.6,1.2,25.0,16.437647058823526,76.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,24.44444444,2001
D,01csv,09/18/2001,0.0,6.646263157894737,8.9,0.85,1.0,23.0,16.437647058823526,78.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.55555556,2001
D,01csv,10/02/2001,0.0,3.9,8.7,0.7,1.1,19.0,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2001
D,01csv,10/22/2001,0.0,6.646263157894737,8.8,0.8,1.25,21.0,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2001
D,01csv,11/06/2001,0.0,6.646263157894737,9.1,1.0,1.0,11.5,16.437647058823526,52.9,09:36:00 PM,Not Recorded,10/30/2019,Christine Folks,11.61111111,2001
D,01csv,11/20/2001,0.0,6.646263157894737,7.168211775043936,0.9,0.95,14.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2001
D,01csv,12/04/2001,0.7170682730923695,6.646263157894737,9.1,0.9,1.0,18.0,16.437647058823526,54.7,04:48:00 PM,Not Recorded,10/30/2019,Christine Folks,12.61111111,2001
Bay,01csv,01/08/2001,1.0,8.1,9.2,0.36,0.36,7.0,16.437647058823526,43.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,6.111111111,2001
Bay,01csv,01/23/2001,1.0,9.0,9.3,0.1,0.1,8.0,16.437647058823526,38.3,07:12:00 AM,S. Poe,10/30/2019,Christine Folks,3.5,2001
Bay,01csv,02/06/2001,1.0,8.5,8.8,0.23,0.33,11.0,16.437647058823526,51.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,10.55555556,2001
Bay,01csv,02/20/2001,1.0,9.2,9.1,0.2,0.35,11.0,16.437647058823526,61.5,12:00:00 PM,S. Poe,10/30/2019,Christine Folks,16.38888889,2001
Bay,01csv,03/15/2001,1.2,9.25,9.2,0.35,0.6,14.0,16.437647058823526,51.8,07:12:00 PM,S. Poe,10/30/2019,Christine Folks,11.0,2001
Bay,01csv,03/26/2001,1.0,9.9,9.4,0.25,0.45,10.0,16.437647058823526,41.7,04:48:00 PM,S. Poe,10/30/2019,Christine Folks,5.388888889,2001
Bay,01csv,04/09/2001,1.0,8.25,7.168211775043936,0.3,0.65,21.0,16.437647058823526,69.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,20.55555556,2001
Bay,01csv,04/24/2001,2.0,6.4,9.3,0.3,0.8,20.0,16.437647058823526,71.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,21.66666667,2001
Bay,01csv,05/08/2001,2.0,5.0,8.6,0.15,0.15,21.0,16.437647058823526,64.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,17.77777778,2001
Bay,01csv,05/22/2001,1.0,7.8,8.8,0.4,0.8,20.0,16.437647058823526,70.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,21.11111111,2001
Bay,01csv,06/05/2001,2.0,4.35,9.2,0.4,0.4,23.0,16.437647058823526,70.9,09:36:00 PM,S. Poe,10/30/2019,Christine Folks,21.61111111,2001
Bay,01csv,06/18/2001,2.0,5.1,8.6,0.4,0.4,25.0,16.437647058823526,77.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,25.0,2001
Bay,01csv,07/05/2001,3.5,5.4,8.7,0.25,0.75,26.0,16.437647058823526,75.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,23.88888889,2001
Bay,01csv,07/20/2001,3.0,7.2,9.8,0.3,0.3,23.0,16.437647058823526,72.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,22.22222222,2001
Bay,01csv,08/08/2001,3.0,4.1,9.1,0.4,0.7,30.0,16.437647058823526,80.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,26.66666667,2001
Bay,01csv,08/20/2001,3.0,4.9,8.7,0.3,0.85,26.0,16.437647058823526,79.3,07:12:00 AM,S. Poe,10/30/2019,Christine Folks,26.27777778,2001
Bay,01csv,09/05/2001,3.0,4.0,8.5,0.35,0.55,25.0,16.437647058823526,76.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,24.44444444,2001
Bay,01csv,09/18/2001,3.5,4.6,7.7,0.15,0.15,23.0,16.437647058823526,78.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,25.55555556,2001
Bay,01csv,10/02/2001,3.0,4.2,7.168211775043936,0.15,0.15,22.0,16.437647058823526,72.9,09:36:00 PM,S. Poe,10/30/2019,Christine Folks,22.72222222,2001
Bay,01csv,10/22/2001,3.0,4.6,8.6,0.6,0.6,19.0,16.437647058823526,67.3,07:12:00 AM,S. Poe,10/30/2019,Christine Folks,19.61111111,2001
Bay,01csv,11/06/2001,3.0,5.5,9.5,0.25,0.25,13.0,16.437647058823526,52.9,09:36:00 PM,S. Poe,10/30/2019,Christine Folks,11.61111111,2001
Bay,01csv,11/20/2001,3.5,3.8,7.168211775043936,0.3,0.35,15.0,16.437647058823526,52.0,12:00:00 AM,S. Poe,10/30/2019,Christine Folks,11.11111111,2001
Bay,01csv,12/04/2001,0.7170682730923695,6.646263157894737,8.4,0.3,0.35,16.0,16.437647058823526,54.3,07:12:00 AM,S. Poe,10/30/2019,Christine Folks,12.38888889,2001
A,01csv,01/10/2002,3.0,6.646263157894737,7.7,1.0,1.0,7.0,16.437647058823526,55.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,12.77777778,2002
A,01csv,01/22/2002,3.0,2.7,7.8,0.8,1.3,9.0,16.437647058823526,51.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,10.55555556,2002
A,01csv,02/11/2002,2.0,6.646263157894737,8.4,0.85,1.35,10.0,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
A,01csv,02/26/2002,2.0,7.6,8.2,1.15,1.15,12.0,16.437647058823526,59.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.0,2002
A,01csv,03/28/2002,1.0,6.646263157894737,7.168211775043936,0.7,1.0,13.0,16.437647058823526,45.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,7.222222222,2002
A,01csv,04/17/2002,2.0,6.646263157894737,7.5,0.55,1.0,28.0,16.437647058823526,83.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.33333333,2002
A,01csv,04/30/2002,1.0,2.3,7.5,0.4,1.1,22.0,16.437647058823526,60.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.55555556,2002
A,01csv,05/16/2002,0.7170682730923695,6.646263157894737,7.5,0.3,0.9,18.062137777777778,16.437647058823526,68.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,20.0,2002
A,01csv,05/28/2002,1.0,6.646263157894737,7.0,0.5,0.9,26.0,16.437647058823526,72.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.22222222,2002
A,01csv,06/11/2002,2.0,4.2,7.0,0.7,0.7,26.0,16.437647058823526,72.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.22222222,2002
A,01csv,06/24/2002,0.7170682730923695,6.646263157894737,7.0,0.9,0.9,18.062137777777778,16.437647058823526,83.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.33333333,2002
A,01csv,07/08/2002,2.0,6.646263157894737,7.0,0.65,0.7,18.062137777777778,16.437647058823526,74.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,23.33333333,2002
A,01csv,07/23/2002,3.0,6.646263157894737,7.5,0.3,0.3,18.062137777777778,16.437647058823526,84.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.88888889,2002
A,01csv,08/01/2002,2.0,6.646263157894737,7.0,0.5,0.7,18.062137777777778,16.437647058823526,87.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,30.55555556,2002
A,01csv,08/22/2002,5.0,6.646263157894737,7.0,0.5,0.6,18.062137777777778,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
A,01csv,09/05/2002,0.0,4.5,7.0,0.6,0.8,26.0,16.437647058823526,81.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.22222222,2002
A,01csv,09/20/2002,2.0,6.646263157894737,7.0,0.6,0.8,18.062137777777778,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
A,01csv,10/18/2002,0.0,6.646263157894737,6.5,0.55,0.85,18.062137777777778,16.437647058823526,60.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.55555556,2002
A,01csv,10/31/2002,1.0,6.4,7.168211775043936,1.5,1.5,10.5,16.437647058823526,48.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,8.888888889,2002
A,01csv,11/15/2002,0.0,6.646263157894737,6.5,0.5248977371627502,2.4,13.0,16.437647058823526,57.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,13.88888889,2002
A,01csv,12/06/2002,2.0,7.7,7.0,0.5,1.0,5.0,16.437647058823526,38.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,3.333333333,2002
A,01csv,12/16/2002,0.0,6.646263157894737,7.0,0.8,0.8,7.5,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
B,01csv,01/10/2002,3.4,6.646263157894737,7.5,0.3,0.3,10.0,16.437647058823526,55.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,12.77777778,2002
B,01csv,01/22/2002,2.5,7.2,7.9,0.45,0.45,8.0,16.437647058823526,50.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,10.0,2002
B,01csv,02/11/2002,2.0,6.646263157894737,8.2,0.45,0.45,12.0,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
B,01csv,02/26/2002,3.0,7.8,8.2,0.45,0.45,12.0,16.437647058823526,58.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,14.44444444,2002
B,01csv,03/28/2002,2.0,6.646263157894737,7.168211775043936,0.55,0.55,12.0,16.437647058823526,45.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,7.222222222,2002
B,01csv,04/17/2002,2.0,4.2,8.0,0.1,0.2,27.0,16.437647058823526,83.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.33333333,2002
B,01csv,04/30/2002,2.0,3.4,8.5,0.5,0.5,18.0,16.437647058823526,60.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.55555556,2002
B,01csv,05/16/2002,0.7170682730923695,6.646263157894737,9.0,0.1,0.1,18.062137777777778,16.437647058823526,68.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,20.0,2002
B,01csv,05/28/2002,3.0,6.646263157894737,8.5,0.2,0.2,24.0,16.437647058823526,72.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.22222222,2002
B,01csv,06/11/2002,3.0,3.3,7.0,0.1,0.1,25.0,16.437647058823526,71.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.66666667,2002
B,01csv,06/24/2002,1.0,6.646263157894737,7.0,0.1,0.35,18.062137777777778,16.437647058823526,83.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.33333333,2002
B,01csv,07/08/2002,3.0,3.2,7.168211775043936,0.3,0.35,18.062137777777778,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2002
B,01csv,07/23/2002,4.0,6.646263157894737,7.0,0.2,0.2,18.062137777777778,16.437647058823526,75.2,04:48:00 AM,Not Recorded,10/30/2019,Christine Folks,24.0,2002
B,01csv,08/01/2002,3.0,6.646263157894737,7.0,0.25,0.25,18.062137777777778,16.437647058823526,87.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,30.55555556,2002
B,01csv,08/22/2002,4.0,6.646263157894737,9.0,0.1,0.1,18.062137777777778,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
B,01csv,09/05/2002,0.0,3.5,7.5,0.28,0.3,27.0,16.437647058823526,81.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.22222222,2002
B,01csv,09/20/2002,2.0,6.646263157894737,8.0,0.1,0.1,18.062137777777778,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
B,01csv,10/18/2002,1.0,6.646263157894737,6.5,0.3,0.3,18.062137777777778,16.437647058823526,60.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.55555556,2002
B,01csv,11/15/2002,0.0,6.646263157894737,7.5,0.5248977371627502,2.6,14.0,16.437647058823526,56.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,13.33333333,2002
B,01csv,12/16/2002,0.0,6.646263157894737,7.0,0.5248977371627502,0.7625586956521739,7.5,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
C,01csv,01/10/2002,3.0,6.8,7.0,0.4,0.4,9.5,16.437647058823526,54.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,12.22222222,2002
C,01csv,01/22/2002,2.5,6.646263157894737,7.9,0.45,0.45,8.0,16.437647058823526,50.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,10.0,2002
C,01csv,02/11/2002,2.0,8.4,8.2,0.6,0.6,12.0,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
C,01csv,02/26/2002,2.0,6.646263157894737,8.1,0.5,0.5,11.0,16.437647058823526,57.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,13.88888889,2002
C,01csv,03/28/2002,2.5,7.7,7.168211775043936,0.6,0.6,11.5,16.437647058823526,45.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,7.222222222,2002
C,01csv,04/17/2002,1.0,6.646263157894737,8.0,0.5,0.5,26.0,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
C,01csv,04/30/2002,1.0,6.646263157894737,8.0,0.3,0.3,22.0,16.437647058823526,59.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.0,2002
C,01csv,05/16/2002,0.7170682730923695,5.7,8.5,0.25,0.25,18.062137777777778,16.437647058823526,65.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,18.33333333,2002
C,01csv,05/28/2002,3.5,4.6,8.0,0.2,0.2,25.0,16.437647058823526,70.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.11111111,2002
C,01csv,06/11/2002,2.9,6.646263157894737,8.0,2.5,2.5,25.0,16.437647058823526,71.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.66666667,2002
C,01csv,06/24/2002,3.0,3.8,8.5,0.2,0.2,28.0,16.437647058823526,83.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.33333333,2002
C,01csv,07/08/2002,0.0,6.646263157894737,9.0,0.35,0.35,18.062137777777778,16.437647058823526,73.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,22.77777778,2002
C,01csv,07/23/2002,4.0,3.3,7.0,0.2,0.2,18.062137777777778,16.437647058823526,84.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,28.88888889,2002
C,01csv,08/01/2002,3.0,6.646263157894737,7.0,0.25,0.25,18.062137777777778,16.437647058823526,87.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,30.55555556,2002
C,01csv,08/22/2002,4.0,4.7,7.0,0.1,0.1,18.062137777777778,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
C,01csv,09/05/2002,0.0,6.646263157894737,8.5,0.35,0.35,28.0,16.437647058823526,81.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.22222222,2002
C,01csv,09/20/2002,0.0,3.5,8.0,0.2,0.2,18.062137777777778,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
C,01csv,10/18/2002,1.0,6.7,7.0,0.6,0.6,18.062137777777778,16.437647058823526,60.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.55555556,2002
C,01csv,10/31/2002,1.0,6.646263157894737,7.0,0.5248977371627502,0.7625586956521739,10.3,16.437647058823526,49.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,9.444444444,2002
C,01csv,11/15/2002,0.0,5.8,7.0,0.5248977371627502,0.7625586956521739,18.0,16.437647058823526,56.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,13.33333333,2002
C,01csv,12/06/2002,2.0,6.646263157894737,7.0,0.5,0.5,5.0,16.437647058823526,38.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,3.333333333,2002
C,01csv,12/16/2002,0.0,5.6,7.0,0.7,0.7,7.5,16.437647058823526,62.05163652173914,12:00:00 PM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
D,01csv,01/10/2002,0.0,10.0,6.8,1.4,1.4,9.0,16.437647058823526,52.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,11.11111111,2002
D,01csv,01/22/2002,0.0,6.646263157894737,8.9,1.3,1.4,9.0,16.437647058823526,50.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,10.0,2002
D,01csv,02/11/2002,0.0,8.3,9.6,1.3,1.45,11.0,16.437647058823526,62.05163652173914,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,-17.77777778,2002
D,01csv,02/26/2002,0.0,6.646263157894737,9.2,1.25,1.35,11.0,16.437647058823526,57.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,13.88888889,2002
D,01csv,03/28/2002,0.0,7.8,7.168211775043936,0.8,1.5,12.0,16.437647058823526,45.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,7.222222222,2002
D,01csv,04/17/2002,0.0,6.646263157894737,6.0,0.1,0.4,25.0,16.437647058823526,82.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,27.77777778,2002
D,01csv,04/30/2002,0.0,6.646263157894737,6.0,0.6,1.4,21.0,16.437647058823526,60.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.55555556,2002
D,01csv,05/16/2002,0.0,3.9,7.168211775043936,0.9,1.5,18.0,16.437647058823526,64.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,17.77777778,2002
D,01csv,05/28/2002,0.0,6.1,6.5,0.3,1.3,24.0,16.437647058823526,70.0,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,21.11111111,2002
